日付,レースID,前走レースID,Ｒ,場所,トラックコード,前走トラックコード,馬名S,騎手,騎手コード,枠番,前走枠番,着順,前走着順,馬番,前走馬番,人気,前走人気,1角,2角,3角,4角,前1角,前2角,前3角,前4角
2021.12.26,202112260605080101,202111270505070114,1,中山,1,1,セイウンシデン,丸山元気,1127,1,7,１,３,1,14,2,4,,,1,1,,,1,1
2021.12.26,202112260605080116,202112110605030108,1,中山,1,1,ミンナノユメミノル,菅原明良,1179,8,4,２,２,16,8,1,6,,,2,2,,,2,2
2021.12.26,202112260605080102,202112110605030606,1,中山,1,1,アポロマジェスティ,勝浦正樹,1025,1,6,３,３,2,6,4,2,,,4,3,3,3,3,3
2021.12.26,202112260605080105,202111210505060415,1,中山,1,0,アマゴ,嘉藤貴行,1051,3,7,４,10,5,15,8,13,,,5,5,,,10,10
2021.12.26,202112260605080103,202112110605030113,1,中山,1,1,テンコウバヒ,石橋脩,1077,2,7,５,３,3,13,3,5,,,3,3,,,2,2
2021.12.26,202112260605080115,202108220404040105,1,中山,1,8,ティーライトニング,津村明秀,1092,8,5,６,５,15,5,5,3,,,9,6,,,5,5
2021.12.26,202112260605080106,202111060505010114,1,中山,1,1,ロイズピーク,原優介,1184,3,8,７,10,6,14,11,7,,,7,6,,,10,9
2021.12.26,202112260605080108,202112040605010114,1,中山,1,1,ジュンオーズ,大庭和弥,1061,4,7,８,５,8,14,9,15,,,11,9,,,13,12
2021.12.26,202112260605080113,202112050605020107,1,中山,1,1,トキメキスバル,丸田恭介,1117,7,4,９,11,13,7,14,10,,,12,11,,,12,10
2021.12.26,202112260605080104,202110100504020111,1,中山,1,0,ジェムストーン,藤田菜七,1164,2,6,10,15,4,11,12,16,,,12,11,,,12,12
2021.12.26,202112260605080110,202112040605010101,1,中山,1,1,アーリオオーリオ,武士沢友,1029,5,1,11,６,10,1,6,12,,,14,15,,,3,4
2021.12.26,202112260605080107,202111060302010109,1,中山,1,1,パンケーキ,木幡育也,1167,4,5,12,13,7,9,13,12,,,15,14,,,16,16
2021.12.26,202112260605080112,202112050605020112,1,中山,1,1,ムーンムーンムーン,秋山稔樹,1181,6,6,13,14,12,12,10,9,,,5,8,,,12,13
2021.12.26,202112260605080109,202112040605010509,1,中山,1,8,ノアアーサー,小林脩斗,1183,5,5,14,13,9,9,7,12,,,9,13,,,2,2
2021.12.26,202112260605080111,202112040605010507,1,中山,1,8,インヘリテッドラヴ,柴田大知,1009,6,4,15,15,11,7,15,14,,,16,16,,,15,16
2021.12.26,202112260605080114,202109180604030411,1,中山,1,1,セイカファータ,横山琉人,1192,7,7,16,13,14,11,16,13,,,7,10,5,6,9,10
2021.12.25,202112250605070101,202111210505060107,1,中山,1,1,サンマルクレイジー,松岡正海,1085,1,4,１,７,1,7,9,7,,,4,4,,,9,8
2021.12.25,202112250605070106,202112050605020104,1,中山,1,1,キリシマタウン,小林脩斗,1183,3,2,２,５,6,4,7,11,,,3,3,,,3,3
2021.12.25,202112250605070116,202112040605010106,1,中山,1,1,オーブラック,丹内祐次,1091,8,3,３,２,16,6,1,7,,,1,1,,,1,1
2021.12.25,202112250605070110,202112050605020401,1,中山,1,1,キセキノセンシ,黛弘人,1109,5,1,４,３,10,1,3,8,,,10,8,,,12,12
2021.12.25,202112250605070109,202110170504040501,1,中山,1,0,ガーデンアイル,横山武史,1170,5,1,５,３,9,1,2,6,,,6,8,,,5,3
2021.12.25,202112250605070108,202110310405080512,1,中山,1,0,フロムドーヴィル,菅原明良,1179,4,6,６,６,8,12,4,6,,,10,12,,,3,3
2021.12.25,202112250605070104,202111130302030104,1,中山,1,1,マサルイチバンボシ,石橋脩,1077,2,2,７,９,4,4,8,3,,,9,6,,,10,10
2021.12.25,202112250605070112,202110170504040402,1,中山,1,1,モモサン,永野猛蔵,1188,6,1,８,11,12,2,5,6,,,2,2,,,1,1
2021.12.25,202112250605070102,202109190604040310,1,中山,1,1,エンベルト,戸崎圭太,5386,1,8,９,５,2,10,6,8,,,6,5,3,3,3,3
2021.12.25,202112250605070114,202109250604060107,1,中山,1,1,アポロウェイラーズ,横山琉人,1192,7,5,10,11,14,7,13,8,,,6,6,,,4,4
2021.12.25,202112250605070103,202110240504060105,1,中山,1,1,ルブアルハリ,山田敬士,1173,2,5,11,９,3,5,12,8,,,10,8,,,5,6
2021.12.25,202112250605070115,202110300504070106,1,中山,1,1,タイキドラガルド,原優介,1184,8,5,12,11,15,6,11,7,,,5,8,,,8,10
2021.12.25,202112250605070105,202111070302020502,1,中山,1,0,マオノソプデト,秋山稔樹,1181,3,1,13,11,5,2,10,4,,,13,13,,,16,14
2021.12.25,202112250605070113,202110100405020504,1,中山,1,8,シュガーエンジェル,大庭和弥,1061,7,2,14,17,13,4,15,18,,,16,16,,,18,18
2021.12.25,202112250605070111,202111210505060401,1,中山,1,0,ペイシャアビイ,武士沢友,1029,6,1,15,11,11,1,14,17,,,13,14,,,15,12
2021.12.25,202112250605070107,202110090504010606,1,中山,1,1,チェーンリアクト,菅原隆一,1129,4,3,16,16,7,6,16,16,,,15,15,,,13,13
2021.12.19,202112190605060111,202112050605020101,1,中山,1,1,ゼンカイテン,大野拓弥,1096,6,1,１,４,11,1,1,5,,,2,2,,,9,9
2021.12.19,202112190605060104,202110300405070307,1,中山,1,1,ナムラビバ,菊沢一樹,1161,2,4,２,３,4,7,4,6,,,8,7,,,7,6
2021.12.19,202112190605060102,202111270505070615,1,中山,1,1,ニシノコニャック,北村宏司,1043,1,8,３,２,2,15,2,2,,,5,5,,,2,2
2021.12.19,202112190605060103,202112050605020109,1,中山,1,1,イカロス,武藤雅,1169,2,5,４,６,3,9,7,3,,,1,1,,,3,3
2021.12.19,202112190605060107,202111280505080214,1,中山,1,0,キタノブレイド,武士沢友,1029,4,7,５,11,7,14,8,12,,,5,7,,,2,2
2021.12.19,202112190605060114,202112050605020114,1,中山,1,1,セレブ,菅原明良,1179,7,7,６,２,14,14,3,8,,,5,5,,,1,1
2021.12.19,202112190605060113,202110090405010501,1,中山,1,1,レッドコーラル,宮崎北斗,1118,7,1,７,２,13,1,6,2,,,2,3,,,1,1
2021.12.19,202112190605060116,202108220404040209,1,中山,1,0,カンタベリーホープ,山田敬士,1173,8,5,８,17,16,9,15,17,,,8,9,,,4,5
2021.12.19,202112190605060115,202112040706010111,1,中山,1,1,ペイシャブライティ,石川裕紀,1150,8,8,９,２,15,11,5,4,,,14,14,,,3,3
2021.12.19,202112190605060110,202111130505030315,1,中山,1,1,ビレッジシングル,内田博幸,422,5,8,10,12,10,15,9,9,,,11,12,,,6,6
2021.12.19,202112190605060105,202111280505080210,1,中山,1,0,ハジメテノチュウ,長岡禎仁,1142,3,5,11,15,5,10,11,13,,,12,10,,,11,11
2021.12.19,202112190605060112,202110300504070208,1,中山,1,1,ユアマイホープ,杉原誠人,1135,6,4,12,13,12,8,16,13,,,10,10,,,15,14
2021.12.19,202112190605060101,202111200505050414,1,中山,1,1,ルーマニアンウルフ,江田照男,689,1,7,13,14,1,14,12,11,,,13,13,,,2,5
2021.12.19,202112190605060109,202109120604020101,1,中山,1,1,ピースオンアース,横山琉人,1192,5,1,14,16,9,1,10,8,,,2,3,,,5,5
2021.12.19,202112190605060108,202110090405010510,1,中山,1,1,ナックファクター,野中悠太,1158,4,6,15,12,8,10,14,12,,,16,16,,,12,12
2021.12.19,202112190605060106,202111270505070509,1,中山,1,0,アキノスター,丹内祐次,1091,3,5,16,10,6,9,13,10,,,15,15,,,7,8
2021.12.18,202112180605050101,202110090504010608,1,中山,1,1,ウラカワノキセキ,戸崎圭太,5386,1,4,１,３,1,8,1,3,,,2,2,,,2,2
2021.12.18,202112180605050110,202111200505050411,1,中山,1,1,パイツィーレン,三浦皇成,1122,5,6,２,５,10,11,4,4,,,14,12,,,13,13
2021.12.18,202112180605050113,202110240504060402,1,中山,1,1,エヴリーサンクス,内田博幸,422,7,1,３,10,13,2,8,4,,,6,4,,,12,11
2021.12.18,202112180605050104,202110230504050103,1,中山,1,1,スウィートナー,菊沢一樹,1161,2,2,４,７,4,3,2,1,,,6,4,,,10,10
2021.12.18,202112180605050103,202111210302060102,1,中山,1,1,マキアージュ,横山武史,1170,2,1,５,３,3,2,3,12,,,3,3,,,2,2
2021.12.18,202112180605050109,202112050605020415,1,中山,1,1,アブソルートピッチ,野中悠太,1158,5,8,６,８,9,15,9,10,,,9,9,,,9,9
2021.12.18,202112180605050108,202111060505010107,1,中山,1,1,プロバブルチェンジ,小林脩斗,1183,4,4,７,11,8,7,11,12,,,9,9,,,5,5
2021.12.18,202112180605050116,202110310504080109,1,中山,1,1,ロサロッサーナ,永野猛蔵,1188,8,5,８,11,16,9,6,6,,,1,1,,,2,2
2021.12.18,202112180605050114,202112040706010109,1,中山,1,1,ムーンワード,菅原明良,1179,7,7,９,３,14,9,5,7,,,3,4,,,3,5
2021.12.18,202112180605050111,202109260604070409,1,中山,1,1,エンジェルモモ,横山琉人,1192,6,5,10,14,11,9,15,9,,,15,15,,,11,12
2021.12.18,202112180605050102,202112050605020113,1,中山,1,1,ウォークル,嘉藤貴行,1051,1,7,11,12,2,13,16,12,,,11,12,,,9,10
2021.12.18,202112180605050112,202112040706010107,1,中山,1,1,スリールトウショウ,丸山元気,1127,6,6,12,６,12,7,10,9,,,8,8,,,8,7
2021.12.18,202112180605050107,202111270505070507,1,中山,1,0,サクセスソング,木幡初也,1153,4,4,13,６,7,7,7,9,,,11,11,,,9,8
2021.12.18,202112180605050105,202110240904060209,1,中山,1,1,クー,丹内祐次,1091,3,8,14,８,5,9,12,9,,,3,7,,,6,6
2021.12.18,202112180605050106,202110230504050105,1,中山,1,1,エンライ,木幡育也,1167,3,3,15,16,6,5,14,16,,,16,16,,,16,16
2021.12.18,202112180605050115,202110020604080506,1,中山,1,8,ダイユウシェリー,山田敬士,1173,8,3,16,14,15,6,13,10,,,13,12,,14,14,11
2021.12.12,202112120605040110,202111200505050111,1,中山,1,1,プリーチトヤーン,石川裕紀,1150,5,6,１,２,10,11,1,2,,,3,2,,,2,2
2021.12.12,202112120605040101,202110030604090114,1,中山,1,1,ビップアクア,小林凌大,1177,1,8,２,４,1,14,3,6,,,4,4,,,7,4
2021.12.12,202112120605040102,202110100504020201,1,中山,1,1,ニシノアナ,永野猛蔵,1188,1,1,３,13,2,1,7,10,,,1,1,,,7,7
2021.12.12,202112120605040114,202109050404080604,1,中山,1,0,トーアスカーレット,菊沢一樹,1161,7,2,４,14,14,4,10,11,,,16,15,,,17,17
2021.12.12,202112120605040116,202109250604060201,1,中山,1,8,ピカリエ,伊藤工真,1119,8,1,５,16,16,1,15,14,,,11,9,,5,10,14
2021.12.12,202112120605040106,202111210302060112,1,中山,1,1,ビジョガー,野中悠太,1158,3,6,６,４,6,12,4,13,,,2,2,,,4,5
2021.12.12,202112120605040103,202110240504060204,1,中山,1,0,ベルベリス,吉田豊,733,2,3,７,７,3,4,8,5,,,9,6,,,10,10
2021.12.12,202112120605040108,202111060505010208,1,中山,1,0,ビッグロジールーフ,木幡育也,1167,4,6,８,９,8,8,14,10,,,11,12,,,9,10
2021.12.12,202112120605040105,202109120604020515,1,中山,1,8,ミラーレイク,小林脩斗,1183,3,8,９,９,5,15,11,13,,,13,12,,12,13,13
2021.12.12,202112120605040104,202110100504020112,1,中山,1,0,スズシナーラ,三浦皇成,1122,2,6,10,６,4,12,5,6,,,5,5,,,3,3
2021.12.12,202112120605040115,202111210302060114,1,中山,1,1,コリコ,勝浦正樹,1025,8,7,11,５,15,14,2,7,,,9,8,,,15,11
2021.12.12,202112120605040113,202108290102060104,1,中山,1,0,ミウィ,横山琉人,1192,7,4,12,11,13,4,9,7,,,15,15,,12,11,10
2021.12.12,202112120605040112,202110090504010316,1,中山,1,0,クイーンカトリーヌ,石橋脩,1077,6,8,13,13,12,16,6,13,,,7,9,,,5,5
2021.12.12,202112120605040109,202110020604080615,1,中山,1,1,ラージベル,山田敬士,1173,5,8,14,９,9,15,13,11,,,5,6,,,8,8
2021.12.12,202112120605040111,202110020604080213,1,中山,1,8,サリーチャン,武士沢友,1029,6,7,15,12,11,13,16,11,,,7,9,,,10,12
2021.12.12,202112120605040107,202108010201100107,1,中山,1,1,タマノルーナ,武藤雅,1169,4,7,16,８,7,7,12,4,,,13,14,,,6,7
2021.12.11,202112110605030116,202110300405070314,1,中山,1,1,ロープスピニング,横山琉人,1192,8,8,１,２,16,14,1,1,,,1,1,,,4,4
2021.12.11,202112110605030108,202107100201030105,1,中山,1,0,ミンナノユメミノル,菅原明良,1179,4,5,２,９,8,5,6,7,,,2,2,,,1,1
2021.12.11,202112110605030113,202109180604030314,1,中山,1,8,テンコウバヒ,石橋脩,1077,7,7,３,７,13,14,5,4,,,2,2,,,7,5
2021.12.11,202112110605030107,202106120503030514,1,中山,1,0,キーチズカンパニー,武士沢友,1029,4,7,４,４,7,14,4,11,,,8,8,,,12,10
2021.12.11,202112110605030101,202111210505060115,1,中山,1,1,マイネルシトラス,柴田大知,1009,1,8,５,２,1,15,3,6,,,14,14,,,2,2
2021.12.11,202112110605030109,202110300504070509,1,中山,1,0,シルバーキングダム,吉田豊,733,5,7,６,７,9,9,8,10,,,11,11,,,1,1
2021.12.11,202112110605030110,202111270505070202,1,中山,1,0,ソーメニーサンクス,嶋田純次,1134,5,1,７,14,10,2,12,15,,,6,6,,,7,7
2021.12.11,202112110605030114,202111200302050402,1,中山,1,0,ヒロノゴウカイ,丸田恭介,1117,7,1,８,11,14,2,16,13,,,11,12,,,11,11
2021.12.11,202112110605030106,202111130302030302,1,中山,1,0,プリンアラモード,小林脩斗,1183,3,1,９,９,6,2,11,16,,,2,4,,,4,3
2021.12.11,202112110605030102,202111210505060408,1,中山,1,0,ヴィニュロン,杉原誠人,1135,1,4,10,７,2,8,9,8,,,8,8,,,3,2
2021.12.11,202112110605030112,202110090504010402,1,中山,1,1,ダノンマジック,戸崎圭太,5386,6,1,11,５,12,2,2,10,,,6,7,,,2,2
2021.12.11,202112110605030115,202111060505010605,1,中山,1,1,パワポケビー,津村明秀,1092,8,4,12,７,15,5,10,8,,,16,16,,,1,1
2021.12.11,202112110605030111,202109180604030110,1,中山,1,1,ヴェロニカマジック,石川裕紀,1150,6,5,13,６,11,10,7,6,,,2,4,,,1,1
2021.12.11,202112110605030105,202110300504070608,1,中山,1,1,ダイメイクルミ,江田照男,689,3,4,14,14,5,8,15,9,,,15,15,,,5,8
2021.12.11,202112110605030104,202111210302060110,1,中山,1,1,プリマリー,山田敬士,1173,2,5,15,11,4,10,14,15,,,8,10,,,11,11
2021.12.11,202112110605030103,202111200505050505,1,中山,1,0,トルヴァルツァー,永野猛蔵,1188,2,3,16,11,3,5,13,12,,,13,12,,,5,5
2021.12. 5,202112050605020115,202110100504020210,1,中山,1,1,トウカイファクター,田辺裕信,1075,8,6,１,９,15,10,2,12,,,2,2,,,1,1
2021.12. 5,202112050605020114,202111060302010112,1,中山,1,1,セレブ,菅原明良,1179,7,6,２,16,14,12,8,8,,,1,1,,,8,11
2021.12. 5,202112050605020103,202111210302060104,1,中山,1,1,ミラビリス,斎藤新,1178,2,2,３,２,3,4,1,1,,,8,7,,,7,7
2021.12. 5,202112050605020101,202110230504050405,1,中山,1,0,ゼンカイテン,大野拓弥,1096,1,3,４,７,1,5,5,6,,,9,9,,,4,3
2021.12. 5,202112050605020104,202110090405010303,1,中山,1,1,キリシマタウン,小林脩斗,1183,2,3,５,６,4,3,11,9,,,3,3,,,10,11
2021.12. 5,202112050605020109,202110310405080507,1,中山,1,0,イカロス,武藤雅,1169,5,4,６,12,9,7,3,4,,,3,3,,,1,1
2021.12. 5,202112050605020105,202108140404010114,1,中山,1,1,フウジンショウジョ,三浦皇成,1122,3,8,７,４,5,14,4,1,,,5,5,,,4,4
2021.12. 5,202112050605020110,202110310405080514,1,中山,1,0,エンロサディラ,永野猛蔵,1188,5,7,８,14,10,14,13,12,,,6,5,,,15,15
2021.12. 5,202112050605020106,202110170405040103,1,中山,1,1,ウインタースイート,杉原誠人,1135,3,3,９,９,6,3,14,10,,,6,7,,,5,5
2021.12. 5,202112050605020102,202111130302030116,1,中山,1,1,グリーンライズ,横山琉人,1192,1,8,10,５,2,16,6,9,,,11,10,,,14,13
2021.12. 5,202112050605020107,202111060505010612,1,中山,1,1,トキメキスバル,丸田恭介,1117,4,8,11,６,7,12,10,12,,,12,10,,,2,2
2021.12. 5,202112050605020113,202110310504080403,1,中山,1,1,ウォークル,亀田温心,1176,7,2,12,10,13,3,12,15,,,9,10,,,2,2
2021.12. 5,202112050605020108,202111070302020512,1,中山,1,0,ヒカルムーン,岩部純二,726,4,6,13,９,8,12,7,9,,,14,14,,,1,1
2021.12. 5,202112050605020112,202110160504030315,1,中山,1,0,ムーンムーンムーン,秋山稔樹,1181,6,7,14,16,12,15,9,8,,,12,13,,,1,1
2021.12. 5,202112050605020111,202111140505040206,1,中山,1,0,ベアクッキー,山田敬士,1173,6,4,15,12,11,6,16,12,,,16,14,,,9,10
2021.12. 5,202112050605020116,202110090405010503,1,中山,1,1,ホルディリディア,木幡育也,1167,8,3,16,11,16,3,15,13,,,14,16,,,9,9
2021.12. 4,202112040605010115,202109050404080106,1,中山,1,0,カリュウ,武藤雅,1169,8,3,１,５,15,6,3,6,,,2,2,,,2,2
2021.12. 4,202112040605010106,202111280505080308,1,中山,1,1,オーブラック,丹内祐次,1091,3,4,２,13,6,8,7,11,,,1,1,,,1,1
2021.12. 4,202112040605010108,202111130505030303,1,中山,1,1,ベニッシモ,三浦皇成,1122,4,2,３,３,8,3,2,3,,,5,4,,,1,1
2021.12. 4,202112040605010105,202107040201020509,1,中山,1,0,ルージュブラゾン,内田博幸,422,3,6,４,９,5,9,5,4,,,16,14,8,6,5,5
2021.12. 4,202112040605010114,202111060505010111,1,中山,1,1,ジュンオーズ,大庭和弥,1061,7,6,５,12,14,11,15,14,,,13,12,,,13,13
2021.12. 4,202112040605010101,202111210302060105,1,中山,1,1,アーリオオーリオ,武士沢友,1029,1,3,６,14,1,5,12,11,,,3,4,,,4,5
2021.12. 4,202112040605010109,202107100301030212,1,中山,1,0,カルラファクター,野中悠太,1158,5,8,７,８,9,12,4,8,,,7,8,,,3,6
2021.12. 4,202112040605010102,202110230504050408,1,中山,1,0,フィエルボワ,永野猛蔵,1188,1,4,８,18,2,8,6,7,,,10,12,,,17,17
2021.12. 4,202112040605010111,202110160504030202,1,中山,1,0,ショウナンタイジュ,石橋脩,1077,6,2,９,８,11,2,1,4,,,3,3,,,1,1
2021.12. 4,202112040605010103,202106270503080602,1,中山,1,1,サンラグナニゲル,小林脩斗,1183,2,2,10,８,3,2,10,10,,,7,6,,,6,6
2021.12. 4,202112040605010113,202111130505030412,1,中山,1,0,シュバルツヴァイス,嘉藤貴行,1051,7,7,11,13,13,12,13,13,,,14,14,,8,8,8
2021.12. 4,202112040605010104,202111060505010610,1,中山,1,1,ノットクラッシュ,丸山元気,1127,2,7,12,13,4,10,8,5,,,9,8,,,7,7
2021.12. 4,202112040605010110,202111130302030314,1,中山,1,0,フランドルブリエ,勝浦正樹,1025,5,7,13,８,10,14,9,11,,,10,11,,,10,11
2021.12. 4,202112040605010116,202110090405010504,1,中山,1,1,チェリー,丸田恭介,1117,8,3,14,10,16,4,11,11,,,10,10,,,13,13
2021.12. 4,202112040605010112,202111210505060101,1,中山,1,1,プチョヘンザ,杉原誠人,1135,6,1,15,12,12,1,14,11,,,6,6,,,9,8
2021.12. 4,202112040605010107,202111070302020507,1,中山,1,0,イデアノアイデア,菊沢一樹,1161,4,4,16,15,7,7,16,10,,,15,16,,,15,16
2021.11.28,202111280505080102,202110030604090207,1,東京,1,8,シーヴィクセン,ルメール,5339,1,4,１,４,2,7,1,2,,,1,1,,1,2,2
2021.11.28,202111280505080111,202110230504050209,1,東京,1,1,リュウノブレイク,岩田康誠,5203,6,5,２,３,11,9,2,3,,,13,13,,,13,12
2021.11.28,202111280505080103,202111060505010312,1,東京,1,1,ナカガワフェイス,内田博幸,422,2,8,３,３,3,12,5,3,,,2,2,,,3,2
2021.11.28,202111280505080106,202111130505030110,1,東京,1,1,エコロジェネラス,武藤雅,1169,3,7,４,３,6,10,6,3,,,7,8,,,7,6
2021.11.28,202111280505080112,202109110604010415,1,東京,1,1,トーセンリベロ,秋山稔樹,1181,6,8,５,10,12,15,13,9,,,3,3,,,9,9
2021.11.28,202111280505080113,202110310504080416,1,東京,1,1,ソウテン,Ｃ．デム,5473,7,8,６,３,13,16,3,1,,,7,8,,,3,4
2021.11.28,202111280505080108,202111060505010309,1,東京,1,1,ミルトイグニス,柴田大知,1009,4,6,７,４,8,9,9,10,,,7,10,,,3,4
2021.11.28,202111280505080114,202110100405020114,1,東京,1,1,ハルノトゥーリ,原優介,1184,7,8,８,15,14,14,15,10,,,11,11,,,6,7
2021.11.28,202111280505080104,202110020604080211,1,東京,1,8,スターソルジャー,野中悠太,1158,2,6,９,14,4,11,12,10,,,14,15,,,14,14
2021.11.28,202111280505080110,202111130505030312,1,東京,1,1,インゲニウム,柴田善臣,641,5,6,10,５,10,12,7,6,,,7,6,,,15,14
2021.11.28,202111280505080115,202108210102030202,1,東京,1,1,グレートバリア,津村明秀,1092,8,2,11,６,15,2,8,8,,,6,6,6,4,5,4
2021.11.28,202111280505080109,202110090405010306,1,東京,1,1,シャイニードラゴン,菊沢一樹,1161,5,5,12,11,9,6,14,10,,,15,14,,,12,11
2021.11.28,202111280505080116,202107100301030111,1,東京,1,1,ルピコラ,松山弘平,1126,8,8,13,10,16,11,10,6,,,3,3,,,7,7
2021.11.28,202111280505080105,202109050404080616,1,東京,1,0,リアルジョージ,菅原明良,1179,3,8,14,３,5,16,4,1,,,3,3,,,8,6
2021.11.28,202111280505080107,202109120604020315,1,東京,1,1,エンプレスツリー,黛弘人,1109,4,8,15,15,7,15,16,16,,,16,16,9,10,13,15
2021.11.28,202111280505080101,202107180301060107,1,東京,1,0,ナムラメイ,丸田恭介,1117,1,6,16,10,1,7,11,10,,,11,11,,,8,6
2021.11.27,202111270505070111,202110160405030501,1,東京,1,1,トーセンエルドラド,横山和生,1140,6,1,１,３,11,1,1,2,,,9,7,9,9,3,4
2021.11.27,202111270505070102,202111140505040112,1,東京,1,1,ポイズンアロウ,ルメール,5339,1,8,２,４,2,12,3,3,,,4,4,,,7,9
2021.11.27,202111270505070114,202110090504010208,1,東京,1,0,セイウンシデン,丸山元気,1127,7,6,３,11,14,8,4,7,,,1,1,,4,5,6
2021.11.27,202111270505070109,202110310504080408,1,東京,1,1,スクナ,吉田豊,733,5,4,４,４,9,8,6,4,,,15,13,,,7,4
2021.11.27,202111270505070113,202108070403050504,1,東京,1,8,キボウノホシ,柴田善臣,641,7,2,５,12,13,4,5,8,,,12,12,,,15,15
2021.11.27,202111270505070112,202107250403020508,1,東京,1,8,ロードヴァレンチ,内田博幸,422,6,6,６,13,12,8,10,13,,,2,2,,,13,13
2021.11.27,202111270505070104,202106260503070509,1,東京,1,0,アグリシュブール,丹内祐次,1091,2,8,７,９,4,9,14,6,,,6,5,,3,5,6
2021.11.27,202111270505070101,202110310504080104,1,東京,1,1,アポロプラネット,田辺裕信,1075,1,3,８,２,1,4,2,2,,,4,2,,,6,7
2021.11.27,202111270505070107,202111070505020403,1,東京,1,1,マックロイド,大野拓弥,1096,4,3,９,３,7,3,7,7,,,9,10,,,5,5
2021.11.27,202111270505070103,202109180604030206,1,東京,1,1,ハコダテジョー,横山琉人,1192,2,6,10,４,3,6,8,6,,,7,7,4,3,4,4
2021.11.27,202111270505070108,202106270503080613,1,東京,1,1,シゲルジンベイザメ,江田照男,689,4,7,11,15,8,13,12,3,,,13,13,,,13,14
2021.11.27,202111270505070106,202111070505020409,1,東京,1,1,ガンガディン,菅原明良,1179,3,8,12,５,6,9,11,8,,,9,7,,,1,1
2021.11.27,202111270505070115,202109110604010413,1,東京,1,1,チュウワフラワー,伊藤工真,1119,8,7,13,14,15,13,13,11,,,16,16,,,14,14
2021.11.27,202111270505070110,202109200604050516,1,東京,1,8,ドモナラン,山田敬士,1173,5,8,14,15,10,16,15,15,,,13,13,,14,15,16
2021.11.27,202111270505070105,202108070403050210,1,東京,1,8,ビレッジライナー,石川裕紀,1150,3,7,15,９,5,10,9,7,,,7,10,,,13,13
2021.11.27,202111270505070116,202110240405060213,1,東京,1,1,サヴァンナナイツ,原優介,1184,8,7,16,13,16,13,16,8,,,2,6,,,7,8
2021.11.21,202111210505060114,202110170504040106,1,東京,1,1,カブラヤジョウ,石川裕紀,1150,7,4,１,３,14,6,1,5,,,6,6,,,8,7
2021.11.21,202111210505060115,202110310504080115,1,東京,1,1,マイネルシトラス,柴田大知,1009,8,8,２,３,15,15,6,9,,,2,2,,,6,4
2021.11.21,202111210505060116,202110310504080103,1,東京,1,1,アンサングヒーロー,武藤雅,1169,8,2,３,６,16,3,3,3,,,2,2,,,3,4
2021.11.21,202111210505060113,202110310405080503,1,東京,1,0,ブラッドライン,Ｍ．デム,5212,7,2,４,10,13,3,4,3,,,5,4,,,11,11
2021.11.21,202111210505060103,202110300504070606,1,東京,1,1,モンスマルティス,三浦皇成,1122,2,3,５,４,3,6,2,2,,,6,6,,,1,1
2021.11.21,202111210505060102,202108280102050202,1,東京,1,0,ルワンジュ,内田博幸,422,1,2,６,10,2,2,10,7,,,9,12,,,9,9
2021.11.21,202111210505060107,202109120604020103,1,東京,1,1,サンマルクレイジー,松岡正海,1085,4,2,７,４,7,3,7,4,,,9,8,,,7,7
2021.11.21,202111210505060109,202109110604010315,1,東京,1,1,マリノフィリア,野中悠太,1158,5,8,８,16,9,15,9,6,,,13,14,7,7,10,13
2021.11.21,202111210505060104,202110230504050207,1,東京,1,1,トッティー,嶋田純次,1134,2,4,９,12,4,7,14,13,,,6,8,,,11,12
2021.11.21,202111210505060112,202110230504050202,1,東京,1,1,ハウドベルク,武士沢友,1029,6,2,10,10,12,2,13,14,,,9,8,,,9,10
2021.11.21,202111210505060108,202110170405040501,1,東京,1,0,キキノロザリオ,岩部純二,726,4,1,11,16,8,1,15,16,,,16,16,,,16,16
2021.11.21,202111210505060101,202107180301060204,1,東京,1,0,プチョヘンザ,長岡禎仁,1142,1,2,12,15,1,4,11,11,,,9,8,9,9,11,13
2021.11.21,202111210505060111,202110300504070214,1,東京,1,1,グラサージュ,伊藤工真,1119,6,7,13,７,11,14,12,12,,,4,4,,,5,6
2021.11.21,202111210505060106,202110100504020214,1,東京,1,1,フジシラユキヒメ,大野拓弥,1096,3,8,14,６,6,14,5,3,,,13,12,,,3,3
2021.11.21,202111210505060105,202110240405060511,1,東京,1,1,メイトゥリアーク,山田敬士,1173,3,6,15,13,5,11,16,15,,,15,14,,,9,9
2021.11.21,202111210505060110,202110300504070209,1,東京,1,1,カルーナブルガリス,丸山元気,1127,5,5,16,10,10,9,8,4,,,1,1,,,2,2
2021.11.21,202111210302060101,202111060302010114,1,福島,1,1,グレタ,秋山稔樹,1181,1,7,１,４,1,14,8,10,,,1,1,,,2,2
2021.11.21,202111210302060104,202110240405060211,1,福島,1,1,ミラビリス,斎藤新,1178,2,6,２,２,4,11,1,3,,,7,7,,,7,5
2021.11.21,202111210302060102,202110300504070206,1,福島,1,1,マキアージュ,丹内祐次,1091,1,3,３,５,2,6,12,5,,,2,2,,,1,1
2021.11.21,202111210302060112,202108140404010102,1,福島,1,1,ビジョガー,菱田裕二,1144,6,2,４,12,12,2,13,10,,,4,5,,,5,5
2021.11.21,202111210302060114,202110240405060106,1,福島,1,0,コリコ,勝浦正樹,1025,7,3,５,６,14,6,7,8,,,15,11,,,3,3
2021.11.21,202111210302060103,202108140404010115,1,福島,1,1,ハピネスガッサン,亀田温心,1176,2,8,６,３,3,15,6,4,,,7,7,,,2,2
